title,channel,views,published,url
【 アフレコ 】王子のおぼえ歌「 沖縄 の 名字 編②　ロビンソン 」【 沖縄方言 すぎる 白雪姫 】【 替え歌 歌ってみた 】 #shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,1551211,2025-05-04T08:45:00Z,https://www.youtube.com/watch?v=2vgcLWsxTe8
【 アフレコ 】 鏡よ鏡 「 似たような発音編⑤ ぬ 」【 沖縄 方言 すぎる 白雪姫 】 #shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,141071,2025-04-08T08:45:02Z,https://www.youtube.com/watch?v=EQiMcvs5W70
【 アフレコ 】 鏡よ鏡 「 似たような発音編① しじ 」【 沖縄 方言 すぎる 白雪姫 】 #shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,633442,2025-03-31T09:15:21Z,https://www.youtube.com/watch?v=l5yO7mMJ2Xk
【アフレコ】鏡よ鏡 沖縄の お盆 編 まとめ ＋オマケ【 沖縄方言 すぎる 白雪姫】,rain@沖縄方言で歌ってみた,133373,2024-08-17T08:45:07Z,https://www.youtube.com/watch?v=U8N6z03u3IA
沖縄方言を10分後に正しく使える沖縄方言講座(ウチナーグチ),You中部Okinawa,19210,2021-10-15T11:15:03Z,https://www.youtube.com/watch?v=x8xPcf-XuOw
Amazing Grace 沖縄口（ウチナーグチ）- 夏川りみ,pgc01,55161,2011-02-22T08:22:22Z,https://www.youtube.com/watch?v=-azFAf-W_yI
オバーに沖縄の方言を話してもらってみた,おきなわマグネットofficial,44218,2017-08-24T04:46:39Z,https://www.youtube.com/watch?v=dABV_gCtaHA
TVアニメ「沖縄で好きになった子が方言すぎてツラすぎる」PV第1弾,ハピネット【アニメ公式】,551013,2024-08-21T03:00:43Z,https://www.youtube.com/watch?v=yp_TLUBjrz0
【フルは説明欄❗ アフレコ 】絶対に方言で歌ってはいけない「 蝋人形の館 」【 沖縄方言 すぎる 白雪姫 フルもあるよ編　歌ってみた 】#shorts,rain@沖縄方言で歌ってみた,41959,2025-02-21T08:45:01Z,https://www.youtube.com/watch?v=HEuEXHjnBeI
食べもの沖縄方言クイズ #shorts #沖縄 #クイズ,おきなわ物産センター,447,2024-10-01T10:00:28Z,https://www.youtube.com/watch?v=KSzmgzcLI3w
沖縄数え歌方言,ioikp1226,284042,2013-11-10T15:49:23Z,https://www.youtube.com/watch?v=JDwOJwrbCEg
昭和のリアクション #沖縄 #沖縄あるある #沖縄方言,TMちゃんぷる〜,1786,2025-05-25T09:01:15Z,https://www.youtube.com/watch?v=xRW77B_CYTk
【アフレコ】鏡よ鏡『オノマトペ編』 まとめ ＋オマケ【 沖縄方言 すぎる 白雪姫 】,rain@沖縄方言で歌ってみた,219436,2024-02-03T08:45:08Z,https://www.youtube.com/watch?v=z1K5VcBH7GE
【アフレコ】 沖縄方言 すぎる 白雪姫、感動の ディズニー コラボ PART3【東北弁 シンデレラ】,rain@沖縄方言で歌ってみた,423985,2023-12-17T08:45:11Z,https://www.youtube.com/watch?v=C4VmCG1AyBM
沖縄方言の早口言葉が難易度エグ過ぎww #short,沖縄訛りの喜屋武さん,1090448,2021-05-08T09:00:00Z,https://www.youtube.com/watch?v=aEwQL_l_noM
【 アフレコ 】 鏡よ鏡 「 似たような発音編⑨ ちゃー＆いちゃ 」【 沖縄 方言 すぎる 白雪姫 】 #shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,125228,2025-04-16T08:45:04Z,https://www.youtube.com/watch?v=BevQlJ7vlko
【 アフレコ 傑作選 】2024年 姫の歌 人気曲 まとめ 【 沖縄方言 すぎる 白雪姫　歌ってみた 一気見 総集編 】 ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,119520,2024-12-31T08:45:06Z,https://www.youtube.com/watch?v=AwQrxXLKck4
【アフレコ】絶対に方言で歌ってはいけない「 宇宙戦艦ヤマト 」【 沖縄方言 すぎる 白雪姫 アニソン編2　歌ってみた 】#shorts,rain@沖縄方言で歌ってみた,914416,2024-10-09T08:45:04Z,https://www.youtube.com/watch?v=l5wIDBEExGM
※特別記念※【 アフレコ 】 沖縄方言 すぎる 白雪姫、10万人登録🎉【メンシ特典について】,rain@沖縄方言で歌ってみた,124616,2024-05-31T09:22:01Z,https://www.youtube.com/watch?v=yWZ-8JSpxZs
【 アフレコ 】 鏡よ鏡 「 似たような発音編⑧ なー 」【 沖縄 方言 すぎる 白雪姫 】 #shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,118027,2025-04-14T08:45:01Z,https://www.youtube.com/watch?v=HBT0Pr7P7Cs
【 アフレコ 】王子のおぼえ歌「 沖縄 の 名字 編⑧　夢の中へ 」【 沖縄方言 すぎる 白雪姫 】【 替え歌 歌ってみた 】 #shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,141265,2025-05-16T08:45:04Z,https://www.youtube.com/watch?v=uBZRPGLGj8I
【沖縄方言を覚えたキッカケ】じゅん選手が本気で沖縄方言（ウチナーグチ）で喋ってみた！,おきなわちゃんねる,19198,2025-04-17T09:13:00Z,https://www.youtube.com/watch?v=CXDrBPwKArY
【アフレコ】 鏡よ鏡 〜伝説の&quot;あの人&quot;と衝撃コラボ編①～【沖縄方言 すぎる 白雪姫】 #shorts,rain@沖縄方言で歌ってみた,806344,2024-02-25T08:45:02Z,https://www.youtube.com/watch?v=yTW4tHZSfSc
【アフレコ】歌うまだけどゴリゴリ方言禁止! 沖縄アーティスト 編 まとめ ＋オマケ【 沖縄方言 すぎる 白雪姫　歌ってみた 】 ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,263795,2024-08-10T08:45:07Z,https://www.youtube.com/watch?v=V2Yj949qKVE
TVアニメ「沖縄で好きになった子が方言すぎてツラすぎる」ノンクレジットOP | HY「大大大好き」,ハピネット【アニメ公式】,910540,2025-01-11T06:00:13Z,https://www.youtube.com/watch?v=L9u-Edb3QjA
沖縄方言には「バイバイ」がない？！ #shorts,おきなわちゃんねる,65020,2024-09-01T09:13:00Z,https://www.youtube.com/watch?v=fG31utcKv2I
【アフレコ】絶対に方言で歌ってはいけない「 グーチョキパーでなにつくろう 」【 沖縄方言 すぎる 白雪姫 童謡編　歌ってみた 】#shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,125580,2024-11-29T08:45:02Z,https://www.youtube.com/watch?v=Sl46MAzSxIM
【アフレコ】歌うまだけどゴリゴリ方言禁止! フルもあるよ 編 まとめ 【 沖縄方言 すぎる 白雪姫　歌ってみた 】 ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,26624,2025-02-24T08:45:06Z,https://www.youtube.com/watch?v=mA_0AT4S5VM
【アフレコ】絶対に方言で歌ってはいけない「 Let It Go / アナ雪 」【 沖縄方言 すぎる 白雪姫　歌ってみた】　#shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,1217755,2024-06-10T08:45:00Z,https://www.youtube.com/watch?v=V6ZnCIVCNCA
【 アフレコ 】王子のおぼえ歌「 沖縄 の 名字 編⑤　ドライフラワー 」【 沖縄方言 すぎる 白雪姫 】【 替え歌 歌ってみた 】 #shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,151259,2025-05-10T08:45:05Z,https://www.youtube.com/watch?v=PhoGt3uL5Ic
【アフレコ】絶対に方言で歌ってはいけない「タッチ」【 沖縄 方言 すぎる 白雪姫　アニソン 歌ってみた】　#shorts　※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,617404,2024-04-30T08:45:02Z,https://www.youtube.com/watch?v=zzEp-JUq8mE
【アフレコ】 鏡よ鏡 〜 オノマトペ編③「あちこーこー」の謎 ～【沖縄方言 すぎる 白雪姫】 #shorts,rain@沖縄方言で歌ってみた,452775,2024-01-31T08:45:01Z,https://www.youtube.com/watch?v=X8CjeWBBGWs
【TVおもしろ名場面】新垣結衣 沖縄方言を話すガッキー / Japanese Funny TV/ARAGAKI YUI,RAY Channel,119071,2020-11-28T10:08:46Z,https://www.youtube.com/watch?v=S66z4ni7mBM
初見クリア不可能な沖縄方言 #short,沖縄訛りの喜屋武さん,787517,2021-10-01T09:00:17Z,https://www.youtube.com/watch?v=dpOrSYYvWb8
先輩に言ったらアウトな沖縄の方言 #short,沖縄訛りの喜屋武さん,1661117,2021-10-26T09:00:15Z,https://www.youtube.com/watch?v=jK0b0ZdyJa4
【 アフレコ 】 鏡よ鏡 「 似たような発音編② ちち 」【 沖縄 方言 すぎる 白雪姫 】 #shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,3683419,2025-04-02T08:45:00Z,https://www.youtube.com/watch?v=KulUkqllwgM
多言語対応の司会者専門プロダクション設立（沖縄テレビ）2025/5/23,沖縄ニュースOTV,463,2025-05-23T03:34:37Z,https://www.youtube.com/watch?v=aXnTFtvTrCE
【コメントで翻訳求む】スリムクラブの沖縄の方言漫才が本当に理解できない件  / #なまり漫才GP #まいにち賞レース #shorts,動画、はじめてみました【テレビ朝日公式】,136512,2024-06-09T22:00:00Z,https://www.youtube.com/watch?v=-j1L1Ca7Ics
実は沖縄弁を話す女優TOP3 #沖縄弁 #雑学 #芸人 #芸能人 #お笑い #shorts,ばくわら芸人物語,29633,2024-09-13T08:00:41Z,https://www.youtube.com/watch?v=WN8cBZqo_JM
【MV】アラジン沖縄方言Ver.がまったく何言ってるかわからない！！『♪ A Whole New World 』Acoustic Cover by Nanaironote 【ワンカット撮影】,Nanaironote,2114122,2019-07-05T08:59:32Z,https://www.youtube.com/watch?v=cQYRB-i_i0M
しゃもじ『沖縄の英語の授業』,マセキ芸能社公式チャンネル,722832,2020-02-24T16:00:00Z,https://www.youtube.com/watch?v=2XdBSbrpUd8
沖縄弁が便利すぎる件について　#なんくる英会話 #英会話 #英語学習 #英語初心者 #英語勉強 #沖縄youtuber,なんくるさん🌺@1日1分で学ぶ英会話,7098,2023-08-09T23:05:17Z,https://www.youtube.com/watch?v=AXIyByGomnQ
沖縄弁が完成するまで,minerva scientia,36738,2022-06-05T19:45:18Z,https://www.youtube.com/watch?v=jOuoQoN_Slg
Okinawa Dialect🌺沖縄方言と標準語を比較してみたヤンバルクイナ🚀#沖縄 #沖縄旅行 #沖縄移住  #okinawa,FUN FUN OKINAWA (最高の沖縄を紹介する地元の人),17401,2025-02-11T11:30:23Z,https://www.youtube.com/watch?v=2GNE6OrrXgI
【アフレコ】絶対に方言で歌ってはいけない「 ビビディ・バビディ・ブー / シンデレラ 」【 沖縄方言 すぎる 白雪姫　歌ってみた】　#shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,498496,2024-06-14T08:45:00Z,https://www.youtube.com/watch?v=-A2NeINTKoo
【アフレコ 切り抜き】白雪姫 vs シンデレラ 夢のコラボ 早口言葉編①【#沖縄方言 #東北弁】#tiktok #アフレコ #小顔マスクマンママ #anime #訛り #shorts,rain@沖縄方言で歌ってみた,1288625,2023-12-19T08:45:02Z,https://www.youtube.com/watch?v=yrpZVm8s45A
【フルは説明欄❗ アフレコ 】絶対に方言で歌ってはいけない「 Bling-Bang-Bang-Born 」【 沖縄方言 すぎる 白雪姫 フルもあるよ編　歌ってみた 】#shorts,rain@沖縄方言で歌ってみた,28444,2025-02-13T08:45:03Z,https://www.youtube.com/watch?v=wWe6TZ5p7b0
沖縄語VS沖縄弁 長年の論争を5分弱で終結させる神動画,Omizan Sakamoto,22823,2021-02-28T14:46:35Z,https://www.youtube.com/watch?v=H0W7uH2-9D8
沖縄語字幕＆解説#redbull #ozworld #うちなーぐち #hiphop #沖縄 #okinawa,沖縄マスターへの道,758659,2023-05-25T08:41:46Z,https://www.youtube.com/watch?v=T7vKYS6EFgw
沖縄語のいま ➁,Sumamuni 島言葉,26671,2016-02-19T08:09:04Z,https://www.youtube.com/watch?v=1_9JwXgaEKw
【アフレコ】絶対に方言で歌ってはいけない「 ロマンスの神様 」【 沖縄方言 すぎる 白雪姫 冬の歌編　歌ってみた 】 #shorts ※子ども向けコンテンツではありません,rain@沖縄方言で歌ってみた,56555,2024-12-18T08:45:02Z,https://www.youtube.com/watch?v=E36-CuxIlCs
【あるある】沖縄の方言はもはや外国語と言っても過言じゃない,しゅうと,539871,2021-12-21T10:20:27Z,https://www.youtube.com/watch?v=iuGmwbzltJk
沖縄弁VS標準語比べてみた!!【沖縄あるある】,You中部Okinawa,148937,2022-03-06T11:00:37Z,https://www.youtube.com/watch?v=xWpnSLRMRfo
【爆笑】日本大好き外国人が「沖縄の英会話コント」を見てみた！（海外の反応）|日英字幕,ランカル英会話 ( LanCul ),132948,2023-05-26T10:00:04Z,https://www.youtube.com/watch?v=5oUg7l1w9QM
Yashiga ヤシガ (original song in uchinaaguchi/Okinawan language ウチナーグチでの原曲; subtitles in description),Muy Sugoi,572,2018-09-21T10:04:15Z,https://www.youtube.com/watch?v=JxRgQVOTy34
Let&#39;s speak uchinaaguchi! - Chaa ganjuu yamiseemi?,Let's speak Uchinaaguchi!,1175,2021-05-13T07:42:52Z,https://www.youtube.com/watch?v=6A48XIZn-Q0
Let&#39;s speak uchinaaguchi! - Wannee _____ yaibiin.,Let's speak Uchinaaguchi!,201,2023-01-02T10:00:31Z,https://www.youtube.com/watch?v=ufIPgNJPsJk
5 phrases in Okinawan you should know! Learn Uchina-guchi with me! 🌺🌊,Toria Shimoji ,355,2023-09-08T09:21:38Z,https://www.youtube.com/watch?v=Zh6n36K94iM
Let&#39;s sing Uchinaaguchi! volume 5,Let's Sing Uchinaaguchi,6684,2019-05-03T03:03:41Z,https://www.youtube.com/watch?v=Zf26WzazAfw
Let&#39;s speak uchinaaguchi! - Kwatchii sabira,Let's speak Uchinaaguchi!,458,2021-05-27T07:48:16Z,https://www.youtube.com/watch?v=KfNfSMI7Uvk
Let&#39;s sing Uchinaaguchi!,Katsumi G,857,2011-12-14T19:01:37Z,https://www.youtube.com/watch?v=uS2oAKdskA4
Let&#39;s speak Uchinaaguchi! - Hitcharu hii nu kajan neeran (proverb),Let's speak Uchinaaguchi!,314,2022-07-11T12:10:20Z,https://www.youtube.com/watch?v=5-yivI8x1e8
Let&#39;s speak Uchinaaguchi! - Deeji natoon!,Let's speak Uchinaaguchi!,266,2022-07-03T14:33:38Z,https://www.youtube.com/watch?v=RSPDz9cc1mk
“Guruguru” original song in uchinaaguchi (Okinawan language) and Spanish,Muy Sugoi,86,2020-09-13T02:33:42Z,https://www.youtube.com/watch?v=UZMndItzGAQ
Uchinaaguchi 7 Professor F  Byron,Carlos Kyo Hana,283,2022-09-04T00:12:09Z,https://www.youtube.com/watch?v=0DW_4plXaCQ
Let&#39;s sing Uchinaaguchi! - live at the Hawaii Okinawan Festival 2017,Let's Sing Uchinaaguchi,1243,2017-09-23T01:40:09Z,https://www.youtube.com/watch?v=6jxdyZ4c4p4
uchinaaguchi,nobuharu kinjo,233,2013-10-14T23:45:01Z,https://www.youtube.com/watch?v=AKPCfNasI6E
Let&#39;s speak Uchinaaguchi! - Tui nu kusu nin chutin dukuroo an (proverb),Let's speak Uchinaaguchi!,139,2022-12-26T17:04:10Z,https://www.youtube.com/watch?v=UVM157cKVyw
Uchinaaguchi - Indigenous language of Okinawa: Language Suicide or Language Murder???,Jane Austen Austen,483,2014-11-13T14:04:50Z,https://www.youtube.com/watch?v=giGwP5zueQY
Let&#39;s sing Uchinaaguchi! volume 4,Let's Sing Uchinaaguchi,9488,2016-10-07T16:21:47Z,https://www.youtube.com/watch?v=GrFF59wZfnI
Let&#39;s speak uchinaaguchi! - Chuu wuganabira,Let's speak Uchinaaguchi!,887,2021-04-29T08:52:24Z,https://www.youtube.com/watch?v=tzN5kPzEU5Y
Let&#39;s sing Uchinaaguchi! volume 3,Let's Sing Uchinaaguchi,12946,2014-10-24T11:47:45Z,https://www.youtube.com/watch?v=8ldWMtSTwr4
Uchinaaguchi 1 Higa hanayo,Carlos Kyo Hana,17,2022-09-03T13:13:38Z,https://www.youtube.com/watch?v=0Aes-UTt438
Uchinaaguchi,MamaDirtNap,74,2020-04-21T18:10:38Z,https://www.youtube.com/watch?v=4Jc9N3sYjgo
Uchinaaguchi,MamaDirtNap,38,2020-04-21T18:02:41Z,https://www.youtube.com/watch?v=PfftdOxPpuU
Uchinaguchi Study Group (#5) - Special Topics - Uchinaaguchi Resources  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),1189,2021-05-07T10:15:00Z,https://www.youtube.com/watch?v=1I04QPF3hVk
Let&#39;s speak uchinaaguchi! - Unigee sabira &amp; nifee deebiru (please &amp; thank you),Let's speak Uchinaaguchi!,541,2021-07-02T01:02:03Z,https://www.youtube.com/watch?v=_JUXuRVGT5E
Uchinaaguchi Vending Machine,Travis Seifman,280,2013-08-19T18:28:55Z,https://www.youtube.com/watch?v=43zrCnocUp4
Let&#39;s learn about Uchina Guchi (Okinawan Language) Vol.2,OkinaWanderer,394,2021-01-28T06:39:18Z,https://www.youtube.com/watch?v=CwEx5NnoHy0
Uchinaaguchi Okinawaca 1,Turkbodn Langue Run トルコ言語ラン,128,2023-07-01T06:02:07Z,https://www.youtube.com/watch?v=UKH_wXuBsj0
Let&#39;s speak uchinaaguchi! - Kwatchii sabitan...maasatii?,Let's speak Uchinaaguchi!,303,2021-06-03T20:29:54Z,https://www.youtube.com/watch?v=SHivKEqrgbA
Uchinaaguchi final,Aldis & Oligerudo,58,2018-12-07T14:42:12Z,https://www.youtube.com/watch?v=6aCwd9RZzWE
Uchinaaguchi Presentation,Sierra Esmond,33,2024-12-13T00:26:00Z,https://www.youtube.com/watch?v=S-BodeXDuJY
Let&#39;s sing uchinaaguchi.m4v (Final Version),Katsumi G,1427,2011-12-19T18:09:43Z,https://www.youtube.com/watch?v=4TABXT_3pjE
Let&#39;s speak Uchinaaguchi! - Miji aratee numaran (proverb),Let's speak Uchinaaguchi!,303,2022-05-08T02:31:26Z,https://www.youtube.com/watch?v=KvABuMa0uv4
"How to ask politely, “Where did you come from?” and “How did you get here?” #uchinaaguchi",Let's speak Uchinaaguchi!,22,2024-08-01T16:57:31Z,https://www.youtube.com/watch?v=YmILH0vPfAc
Uchinaguchi Study Group (#4) - Special Topics - Uchinaaguchi Alphabets　　（Okinawan Language 沖縄語）,Uchinaguchi Study Group  (Okinawan language),2355,2021-04-30T10:15:03Z,https://www.youtube.com/watch?v=V5Q1q6NFk4g
Let&#39;s speak Uchinaaguchi! - Kii chichichaa,Let's speak Uchinaaguchi!,187,2022-04-30T08:50:36Z,https://www.youtube.com/watch?v=YT1bwBtDlCM
Uchinaaguchi - Indigenous language of Okinawa: Jack Musick at UH Hilo Student Research Conference,Big Island Kobudo,1214,2014-05-14T07:20:31Z,https://www.youtube.com/watch?v=0WvJa82_fiM
Uki Uki Chat! - Okinawan Language,JapanSocietyNYC,81508,2015-09-16T15:23:48Z,https://www.youtube.com/watch?v=E0FXZ9No1D0
What do I do? — in Uchinaaguchi (Chaa suga yoo),Brandon Ing,74,2024-03-04T07:00:48Z,https://www.youtube.com/watch?v=apOBenSgBys
Okinawa / Uchina Guchi / Kudeken Yutaka /  久手堅豊（１）,Eee Okinawa,802,2021-09-29T11:56:57Z,https://www.youtube.com/watch?v=-O6umWUHZkU
Let&#39;s speak Uchinaaguchi - Taa ga hitchaga?,Let's speak Uchinaaguchi!,382,2022-04-16T10:06:30Z,https://www.youtube.com/watch?v=6RZY14LxEeQ
[KARAOKE] Let&#39;s sing Uchinaaguchi! Lesson 2,Let's Sing Uchinaaguchi,3223,2012-03-30T06:35:17Z,https://www.youtube.com/watch?v=x_UKFfccTqY
Let&#39;s speak Uchinaaguchi! - Chimu saani kaagi kooin (proverb),Let's speak Uchinaaguchi!,217,2022-06-05T16:39:58Z,https://www.youtube.com/watch?v=wMvRus_2P3Q
Uchinaguchi Study Group (#13) - Vocabulary - Verbs (#1)  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),720,2021-07-02T10:15:01Z,https://www.youtube.com/watch?v=Hf2tFHLMYZU
Uchinaguchi Study Group (#50) -  Vocabulary - Animals and creatures (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),517,2022-05-06T10:15:00Z,https://www.youtube.com/watch?v=2Xoma8G7ktw
Uchinaguchi Study Group (#40) - Grammar - Possessive Particle &quot;Nu&quot; (ぬ)   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),255,2022-01-28T10:15:00Z,https://www.youtube.com/watch?v=CzTDkb2jZnA
Uchinaguchi Study Group (#15) - Vocabulary - Nouns - Pronouns  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),293,2021-07-16T10:15:02Z,https://www.youtube.com/watch?v=V16B3ZSTxQQ
"Uchinaguchi Study Group (#25) - Grammar - Subject Particle が, ぬ    (Okinawan Language 沖縄語)",Uchinaguchi Study Group  (Okinawan language),334,2021-10-01T10:15:00Z,https://www.youtube.com/watch?v=G9N_nw9VDz4
Uchinaguchi Study Group (#43) - Grammar - Sentence Particle &quot;kara&quot; (から)   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),247,2022-02-18T10:15:05Z,https://www.youtube.com/watch?v=knMRhAZudEw
Uchinaguchi Study Group (#17) - Situational - Self Introduction (#1)    (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),941,2021-08-06T10:15:00Z,https://www.youtube.com/watch?v=3n4q4dcExXk
Uchinaguchi Study Group (#44) - Grammar - Sentence Particle &quot;madi&quot;  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),224,2022-02-25T10:15:01Z,https://www.youtube.com/watch?v=mTAzRxrzqd0
Uchinaguchi Study Group (#21) - Special Topics - Counting (#1)    (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),626,2021-09-03T10:15:01Z,https://www.youtube.com/watch?v=g1vrPft5iOQ
Uchinaguchi Study Group (#14) - Vocabulary - Adjectives (#1)  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),392,2021-07-09T10:00:01Z,https://www.youtube.com/watch?v=15-XQo08QAQ
Uchinaguchi Study Group (#20) - Vocabulary - Nouns - Occupations    (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),269,2021-08-27T10:15:02Z,https://www.youtube.com/watch?v=fcGnCVEUqnU
Uchinaguchi Study Group (#11) - Grammar - Particles - Question Marker   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),459,2021-06-18T10:15:00Z,https://www.youtube.com/watch?v=IUshiBi4plA
Uchinaguchi Study Group (#9) - Grammar - Particles - Topic Marker &quot;Ya&quot; や  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),782,2021-06-04T10:15:01Z,https://www.youtube.com/watch?v=Heq1wOC7iE0
Uchinaguchi Study Group (#45) - Grammar - Sentence Particles &quot;wuti&quot; &amp; &quot;nji&quot;  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),249,2022-03-04T10:15:00Z,https://www.youtube.com/watch?v=7nJq_T2eMco
Uchinaguchi Study Group (#10) - Vocabulary - Nouns - Vegetables and Fruits  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),668,2021-06-11T10:15:01Z,https://www.youtube.com/watch?v=N62MRcFQS4o
Uchinaguchi Study Group (#35) - Special Topics - Geography Ryukyus Part 1 (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),396,2021-12-17T10:00:00Z,https://www.youtube.com/watch?v=aEyWF_gvn90
Uchinaguchi Study Group (#30) -  Grammar - Verb fundamentals   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),582,2021-11-12T10:15:02Z,https://www.youtube.com/watch?v=YqKczC5DDfU
Uchinaguchi Study Group (#12) - Grammar - Question Word - Nuu (What)  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),514,2021-06-25T10:15:02Z,https://www.youtube.com/watch?v=q7OazoEBYao
Uchinaguchi Study Group (#22) - Special Topics - Counting (#2)    (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),431,2021-09-10T10:15:00Z,https://www.youtube.com/watch?v=3ngtd11o2JU
Uchinaguchi Study Group (#49) -   Grammar - Quotative Particle &quot;ndi&quot; (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),358,2022-04-01T10:15:01Z,https://www.youtube.com/watch?v=idbCmKnY9AQ
Uchinaguchi Study Group (#6) - Special Topics - Channel Standards  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),484,2021-05-14T10:15:02Z,https://www.youtube.com/watch?v=z7bbtLJ_hCY
Uchinaguchi Study Group (#16) - Vocabulary - Nouns - Family  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),704,2021-07-23T10:21:31Z,https://www.youtube.com/watch?v=ungHm_gsWvA
Uchinaguchi Study Group (#24) - Vocabulary - Adjectives (#2)    (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),230,2021-09-24T10:15:00Z,https://www.youtube.com/watch?v=WU4GKzO9CA4
Uchinaguchi Study Group (#29) - Grammar - Question Word &quot;Taa&quot; (Who)   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),290,2021-11-05T10:15:02Z,https://www.youtube.com/watch?v=geGB8G8-dHQ
Uchinaguchi Study Group (#27) - Grammar - Sentence Particle &quot;nkai&quot;  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),257,2021-10-15T10:15:00Z,https://www.youtube.com/watch?v=-Vjz8ExrRZM
Uchinaguchi Study Group (#47) - Grammar - Question Word - Maa (Where)   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),331,2022-03-18T10:15:00Z,https://www.youtube.com/watch?v=61Rns9dLRrI
Uchinaguchi Study Group (#33) - Special Topics - Okinawan Surnames   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),2633,2021-12-03T10:15:01Z,https://www.youtube.com/watch?v=r5dzd3RYUbE
Uchinaguchi Study Group (#23) - Vocabulary - Verbs (#2)    (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),298,2021-09-17T10:15:02Z,https://www.youtube.com/watch?v=poVV32Z7vjU
Uchinaguchi Study Group (#34) - Vocabulary - Body related  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),294,2021-12-10T10:00:05Z,https://www.youtube.com/watch?v=BS0s6wMpVJM
Uchinaguchi Study Group (#36) - Special Topics - Geography of Ryukyus Part 2 (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),314,2021-12-24T10:15:03Z,https://www.youtube.com/watch?v=lt-0clKCVCk
Uchinaguchi Study Group (#42) -  Grammar - Sentence Particle &quot;yaka&quot; (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),240,2022-02-11T10:15:01Z,https://www.youtube.com/watch?v=nrMiTv2KE4g
Uchinaguchi Study Group (#39) - Grammar - Connecting particle &quot;tu&quot;   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),198,2022-01-21T10:15:00Z,https://www.youtube.com/watch?v=_g0PJQv3xYg
Uchinaguchi Study Group (#51) - Verb Conjugation - Past Casual   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),686,2022-06-04T00:27:56Z,https://www.youtube.com/watch?v=gVdfhjB1JDg
Uchinaguchi Study Group (#32) - Verb Conjugation - Present Polite Form  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),290,2021-11-26T10:15:01Z,https://www.youtube.com/watch?v=RSyQgkU4Uh8
